brand,model,screen_size (inches),color,harddisk (in GB),cpu,ram (GB),OS,special_features,graphics,graphics_coprocessor,cpu_speed (GHz),rating,price
Lenovo,Lenovo 17.3 L,17.30,Platinum Grey,128.00,Ryzen 3 1300X,8.00,Windows 10,"Anti-glare,Dolby",Integrated,,,4.70,686.90
ASUS,ASUS Rog Zephyrus,15.60,Black,1000.00,Corei7-10875H,16.00,Windows 10 Pro,,RTX 2070 Super,NVIDIA GeForce RTX 2070 Max-Q,,3.50,1999.99
Dell,Dell Inspiron 16 5625,16.00,Silver,1000.00,AMD Ryzen 7,32.00,Windows 11 Home,,Integrated,AMD Radeon Graphics,,,925.99
Dell,Dell Precision 5520 Mobile Workstation,15.60,,,,16.00,Windows 10 Pro,,Dedicated,Intel HD Graphics 630,2.90,2.00,1799.81
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
dell,,15.60,,1000.00,Core i5,8.00,Windows 10,,Integrated,Intel HD Graphics 620,,4.00,725.00
Dell,Alienware X17 R2 Laptop,17.30,Lunar Light,1000.00,Core i9,64.00,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3080 Ti,,,3157.99
Dell,Alienware m15 R3 Laptop,15.60,Dark Side of the Moon,512.00,Core i7,16.00,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 2070 Super,,,,1499.95
ASUS,ZenBook 14,14.00,,512.00,Intel Core i5,8.00,Windows 10 Home,,Integrated,Intel UHD Graphics,4.20,4.30,1099.00
HP,ZBook Fury G8,17.30,,1000.00,Core i9,64.00,Windows 11 Pro,Anti-glare Screen,"RTX A5000,UHD Graphics",NVIDIA Intel RTX A5000 UHD Graphics,,,5598.29
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Lenovo,,14.00,,1000.00,,16.00,Windows 11 Pro,,Integrated,,3.40,,979.99
Lenovo,Lenovo Ideapad,15.60,,512 MB,AMD Ryzen 7,8.00,Windows 10,Anti-glare,Integrated,,2.00,3.90,599.00
Dell,Latitude 7320 Laptop,13.30,Black,256.00,Core i5,8.00,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,683.99
Lenovo,ThinkPad T14 G1,14.00,Black,,Core i7,16.00,Windows 10 Pro,,Integrated,,1.80,3.50,695.77
Lenovo,Lenovo ThinkPad P1 Gen 5,16.00,,512.00,Core i7,16.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel Iris Xe Graphics,,,1799.00
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
Dell,AWm17-7296WHT-PUS,17.30,lunar light,1000.00,Corei7-10750H,16.00,Windows 10 Home,,Dedicated,NVIDIA RTX 2070,,4.40,2395.00
acer,CB315-1HT,15.60,Platinum Grey,32.00,Celeron N3350,4.00,Chrome OS,,Integrated,Intel HD Grpahics 500,,3.90,258.90
Dell,Dell Latitude 5520,15.60,Silver,1000.00,Core i5,32.00,Windows 10 Pro,,Dedicated,Intel Iris Xe Graphics,,4.00,1038.28
ASUS,ROG Strix Scar 15,15.60,Black,1000.00,Ryzen 9,32.00,Windows 10 Pro,,GeForce RTX 3080,NVIDIA GeForce RTX 3080,,4.10,2099.99
Dell,Inspiron 5625 Laptop,16.00,"Grey, Gray, Platinum Silver",1000.00,AMD Ryzen 7,32.00,Windows 11 Home,,Integrated,AMD Integrated Graphics,,,765.11
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
lenovo,80mk0010us,13.30,,256.00,,8.00,Windows 10 Home 64,,Integrated,Intel HD Graphics 520,2.50,3.30,1399.99
Dell,Dell XPS,15.60,,1000.00,,32.00,Windows 10 Pro,,Dedicated,NVIDIA GeForce GTX 1650 Ti,2.00,3.60,1805.99
Dell,Inspiron 3515,15.60,,512.00,AMD R Series,8.00,Windows 10 Home,,Integrated,AMD Radeon Graphics,2.10,5.00,1012.99
Dell,Latitude 7520 Laptop,15.60,Black,512.00,Core i5,16.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1068.99
DELL,Dell XPS,13.30,Rose Gold,,,8.00,Windows 10 Home,,Integrated,Intel HD Graphics 620,,4.00,839.99
Lenovo,ThinkPad L14 Gen 3,14.00,,256.00,Core i7,16.00,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,,1220.99
Dell,Latitude 7430 Laptop,14.00,Aluminum,1000.00,Core i7,32.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1773.99
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
Dell,Latitude 5520 Laptop,15.60,Black,2000.00,Core i5,32.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1031.99
Lenovo,Thinkpad P52,15.60,Black,1000.00,Core i7,64.00,Windows 10 Pro,"Anti-glare,Stereo Speakers",Dedicated,,,,3199.00
Dell,Inspiron 5625 Laptop,16.00,"Grey, Gray, Platinum Silver",512.00,AMD Ryzen 7,32.00,Windows 11 Pro,,Integrated,AMD Integrated Graphics,,,911.99
Dell,Latitude 3000,15.60,Black,256.00,Core i7,8.00,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,919.99
Dell,Latitude 7330 Laptop,13.30,Carbon Fiber,256.00,Core i5,16.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,692.99
HP,,15.60,,,,32.00,Windows 10 Pro,,Integrated,,,4.50,2699.00
Dell,Dell XPS,13.30,,,8032,16.00,Windows 10 Pro,,Integrated,,,5.00,1275.81
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
ROKC,,14.00,Gray,512.00,Intel Core i3,12.00,Windows 11,,Integrated,Intel,1.70,,469.99
HP,Elite Dragonfly,13.30,Blue,,Intel Core i5,16.00,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.60,4.30,1341.77
Dell,Latitude 5520,15.60,,256.00,Core i5,16.00,Windows 11 Pro,Backlit Kyb,Integrated,Intel Iris Xe Graphics,,,1690.99
MSI,Summit E14Evo A12M-025,14.00,Ink Black,512.00,Core i7,16.00,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,,936.79
MSI,GP66 Leopard,15.60,,1000.00,Core i7,32.00,Windows 10 Home,,Dedicated,NVIDIA GeForce RTX 3070,2.30,,2699.00
Dell,Latitude 5520 Laptop,15.60,Black,512.00,Core i5,32.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1424.99
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
Dell,Alienware m17 Ryzen Edition R5 Laptop,17.30,Dark Side of the Moon,1000.00,AMD Ryzen 7,32.00,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 3080,,,2220.99
Dell,Latitude 5430 Laptop,14.00,Black,256.00,Core i5,16.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,956.99
Lenovo,,14.00,,256.00,,8.00,Windows 10 Pro,,Integrated,,,,699.99
hp,,14.00,,,,4.00,Windows 10 Home,Anti-glare,,,3.70,3.50,339.00
Dell,Dell Latitude,13.30,,,8032,8.00,Windows 10,,,,,3.20,963.72
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Dell,Latitude 5320 Laptop,13.30,Black,512.00,Core i7,16.00,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,1102.99
Dell,,15.60,,1000.00,Intel Core i5,32.00,Windows 11 Home,Anti-glare,Integrated,Intel UHD Graphics,4.20,,677.99
Dell,LATITUDE 5580,15.60,Black,256.00,Core i7,8.00,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,,,368.98
Apple,,16.20,,4 TB,Apple M2 Max,64.00,macOS 10.14 Mojave,Backlit Keyboard,Integrated,,3.60,,4888.99
Dell,Precision 7760 Laptop,17.30,Silver,512.00,Core i7,32.00,Windows 10 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,,1744.99
Lenovo,Lenovo Thinkpad,11.60,,,Celeron,4.00,Windows,,Dedicated,,1.00,,369.00
DELL,Dell XPS 15 9520,15.60,Platinum Silver,1000.00,Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050 Ti,,,2999.00
Dell,Dell Precision 7770 Laptop,17.00,Silver,2 TB,Intel Core i7,64.00,Windows 11 Pro,,Dedicated,"NVIDIA ® RTX™ A4500, 16   GDDR6",,,3377.99
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
HP,HP Pavilion,15.60,,1000.00,Core i5,6.00,Windows 10,Backlit Keyboard,Integrated,Intel HD Graphics 520,,3.30,399.00
HP,EliteBook 645 G9,15.60,,512.00,Ryzen 5,16.00,Windows 10 Pro,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,,1296.00
Dell,Latitude 7330,13.00,,512.00,Intel Core i7,16.00,Windows 11 Pro,Anti-glare,Integrated,,4.80,,1999.00
Dell,Latitude 5330,13.30,,512.00,Core i7 Family,16.00,Windows 11 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,,5.00,1699.00
Dell,Latitude 5531,15.60,,1000.00,Core i7,64.00,Windows 11 Pro,Anti Gla,Integrated,,4.80,,1786.59
Dell,Latitude Rugged 5424 Laptop,14.00,Black,1000.00,Core i7,32.00,Windows 10 Pro,Wifi & Bluetooth,AMD RADEON RX 540,,,,1929.95
Dell,Alienware m18 Laptop,18.00,Black,1000.00,Core i7,16.00,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX 4060,,,2214.99
Dell,Inspiron,14.00,,2 TB,Intel Core i7,64.00,Windows 11 Pro,"Anti-glare,Backlit Keyboard",Integrated,Intel Iris Xe Graphics,,,1689.99
HP,,14.00,,,Core i7,16.00,Windows 10,,Integrated,Intel UPC,,,2425.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Lenovo,Lenovo Thinkpad,14.00,,512.00,Core i7,16.00,Windows 10 Pro,,Integrated,,3.00,,1099.00
Dell,Precision 5000,17.00,,512.00,Core i7,16.00,Windows 11,Anti-glare Screen,RTX A2000,NVIDIA RTX A2000,,,2460.15
HP,ZBook Firefly 16 G9,16.00,,1000.00,Core i7,32.00,Windows 11 Pro,Anti-glare Screen,"T500,Iris Xe Graphics",NVIDIA Intel T500 Iris Xe Graphics,,,2759.00
Dell,Latitude,15.60,,512.00,Core i5,8.00,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,,5.00,1293.59
Dell,G16 7620 Laptop,16.00,Black,1000.00,Core i9,16.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3060,,,1799.00
HP,1FX81UT#ABA,11.60,Information not Available,,8032,2.00,Unknown,Alcohol-Free,Integrated,Intel HD Graphics 400,,4.20,228.00
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
Dell,Dell XPS,15.60,,1000.00,Intel Core M-5Y10 Processor,32.00,Windows 10,Fingerprint,Dedicated,NVIDIA,,5.00,1799.95
HP,2K2Z1US#ABA,15.60,Silver,1000.00,Intel Core i7,64.00,Windows 10 Pro,HD Audio,Integrated,,,5.00,2499.00
Dell,Alienware m18 Laptop,18.00,Black,1000.00,Core i7,32.00,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 4060,,,2340.99
HP,HP EliteBook,13.30,,256.00,Core i7,16.00,,,Integrated,Intel UHD Graphics Premium,1.10,,2499.00
Dell,Latitude 7320 Detachable 2-in-1,13.00,Black,256.00,Core i7,16.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1030.99
HP,EliteBook,15.60,Silver,,8032,8.00,Windows 10 Pro,,Dedicated,,,,1699.00
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Dell,Precision 7770 Laptop,17.30,Silver,256.00,Core i5,16.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1657.21
MSI,Prestige 15 A11SC-034,15.60,Carbon Gray,,Core i7,16.00,Win 10 Multi-language /Free upgrade to Win 11,Ergonomic,Dedicated,NVIDIA GeForce GTX 1650,,,928.68
Dell,Latitude Rugged 5430 Laptop,14.00,Black,1000.00,Core i7,64.00,Windows 11 Pro,,Integrated,NVIDIA Quadro T500 2 ,,,3239.89
Dell,Vostro 3510,15.60,Carbon Black,512.00,Core i5,16.00,Windows 10 Pro,Anti-glare,Integrated,,,5.00,751.06
ASUS,UX461UN-DS74T,14.00,Slate Grey,512.00,Intel Core i7,16.00,Windows 10 Home,"Nano-edge Bezel,Stylus Pen",Dedicated,,,3.50,1799.00
Dell,,17.30,,1000.00,Intel Core i9,32.00,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA GeForce RTX A4500,5.00,,3298.00
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
Lenovo,ThinkPad E14 Gen 4,14.00,,256.00,Core i5,8.00,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,949.00
Dell,Latitude Rugged Extreme 7220 Laptop,11.60,Black,256.00,Core i5,16.00,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,1159.95
Lenovo,Lenovo Thinkpad,13.30,,512.00,Core i7,16.00,Windows 10 Pro,,Integrated,Intel UHD Graphics,1.80,,1799.00
Dell,Latitude 5330 Laptop,13.30,Black,256.00,Core i5,8.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,658.99
Dell,Inspiron 7420 2-in-1,14.00,"Grey, Platinum Silver",512.00,Core i7,16.00,Windows 11 Home,,Integrated,Intel Integrated Graphics,,,787.99
Dell,Precision 5000,14.00,,512.00,Core i7,16.00,Windows 10 Pro,"InfinityEdge, Anti-glare Screen",RTX A1000,NVIDIA RTX A1000,,,2508.39
HP,HP ENVY Laptop 13-aq0005nr,13.30,,256.00,Intel Core i7,8.00,Windows 10 Home,Fingerprint Reader,Integrated,Intel UHD Graphics 620,,4.10,1399.00
Dell,Precision 7750 Laptop,17.30,Silver,1000.00,Core i7,32.00,Windows 10 Pro,Wifi & Bluetooth,Nvidia Quadro RTX 3000,,,,1799.95
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Dell,Precision 3000,,Black,,Core i7,16.00,Windows 10 Pro,Microphone,,,,,1790.16
Dell,Inspiron 3511,15.60,,1000.00,Core i5,64.00,Windows 11 Pro,,Integrated,Intel UHD Graphics,1.00,,753.11
Dell,Latitude,15.60,Silver,1000.00,Core i7 Family,16.00,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,,,1169.77
Dell,Inspiron 3511 Laptop,15.60,Black,256.00,Core i5,8.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,533.02
Lenovo,20FN002JUS,14.00,Black,256.00,Core i5,4.00,Windows 10 DG Windows 7 Pro 64,"Backlit Keyboard,Fingerprint Reader","Integrated, Dedicated",,,3.70,750.00
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
Dell,XPS7390-7954SLV-PUS,13.40,Silver,512.00,Core i7-1065G7,32.00,Windows 10 Home,,Integrated,Intel® Iris Plus Graphics,,4.00,1799.00
HP,EliteBook 860 G9,16.00,,256.00,Core i5,16.00,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,1764.96
HP,16T-F100,16.00,Nocturne Blue,2 TB,Core i7 Family,16.00,Windows 11 Pro,"Backlit Kb,Fingerprint,Pen",Integrated,,,5.00,1899.00
HP,,15.60,,,,12.00,Windows 11 Home,,Integrated,Intel HD Graphics 400,,,470.04
Dell,Latitude 3320 Laptop,13.30,Black,512.00,Core i5,8.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,730.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Dell,Latitude 3320 Laptop,13.30,Black,512.00,Core i5,8.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,730.99
Dell,LATITUDE 5580,15.60,Black,512.00,Core i7,16.00,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,,,412.98
HP,HP ProBook,13.30,,256.00,,8.00,Windows 10 Pro,,Integrated,AMD Radeon Pro 560,2.60,,929.00
acer,Predator Helios 300 PH315-54,15.60,Abyss Black,1000.00,Core i7 Family,16.00,Windows 10 Pro,Multi-touch Gesture,GeForce RTX 3070,,,,1829.99
Dell,Latitude 3420 Laptop,14.00,Black,256.00,Core i5,8.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,672.99
HP,HP EliteBook,14.00,,512.00,Core i7,16.00,Windows 10 Pro,,Integrated,,1.10,,2799.00
Dell,Precision 7560 Laptop,15.60,Silver,1000.00,Core i9,32.00,Windows 10 Pro,Wifi & Bluetooth,Nvidia T1200,,,,4000.00
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ASUS,GU502LV-BI7N8,15.60,Black,1000.00,Corei7-10750H,16.00,Windows 10,"Anti-glare,Narrow Bezel",Dedicated,,,3.40,2299.00
HP,ELITEBOOK 820G3,12.50,Black,1000.00,Core i5,16.00,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,,Integrated,Integrated Graphics,,,322.98
MSI,GS75 STEALTH-242,17.30,,1000.00,Core i7,32.00,Windows 10 Home,,Dedicated,NVIDIA GeForce RTX 2080,2.60,5.00,3399.00
Lenovo,ThinkPad P15 Gen 1,15.60,Black,1000.00,Core i9,64.00,Windows 10 Pro,,"Quadro RTX 4000 with Max-Q Design, 8  GDDR6",NVIDIA Quadro RTX 4000 with Max-Q Design 8  GDDR6,,,3799.00
acer,Acer Swift,15.60,Black,256.00,Ryzen 7 2700U,8.00,Windows 10 Home,,Dedicated,AMD Radeon RX 540,,4.00,1399.00
Dell,Latitude 7330 Laptop,13.30,Carbon Fiber,256.00,Core i7,16.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,843.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Dell,Dell Inspiron,15.60,Black,256.00,Celeron N4020,8.00,Windows 10,,Integrated,Intel UHD Graphics,,4.20,877.99
Dell,G15,15.60,Phantom Grey with speckles,1024.00,AMD Ryzen 7,32.00,Windows 10 Home,"Anti- Glare,Backlit Keyboard.tikbot",Dedicated,,,3.70,1429.99
Dell,Precision 7760 Laptop,17.30,Silver,1000.00,Core i7,32.00,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,1778.99
Dell,V3500,15.60,Black,512.00,Core i7 Family,16.00,Windows 10,,Integrated,Intel Iris Xe Graphics,,4.00,943.69
Dell,Alienware m18 Laptop,18.00,Black,1000.00,Core i9,64.00,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4080,,,2925.65
Lenovo,Lenovo Ideapad,14.00,Black,500.00,Pentium,4.00,Windows 10,,Integrated,Intel HD Graphics 610,,3.30,377.91
Dell,Alienware X17 R2 Laptop,17.30,Lunar Light,1000.00,Core i9,64.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3080,,,3182.99
